Date,Open,High,Low,Close,Adj close*,Volume
05-Jul-16,221.25,223.13,219.56,223.5,221.5,"1,53,57,018"
07-Jul-16,221.5,222.59,217.38,220.05,218.08,"1,29,17,872"
08-Jul-16,218.18,218.87,214.56,218.3,216.34,"1,60,17,389"
11-Jul-16,221.6,223.43,220.01,224.7,222.69,"1,58,31,791"
12-Jul-16,222.98,225.16,222.14,226.7,224.67,"1,93,74,179"
13-Jul-16,224.97,226.45,221.94,227.7,225.66,"1,83,77,333"
14-Jul-16,224.97,230.76,223.97,232,229.92,"2,12,08,021"
15-Jul-16,230.81,232.3,228.73,231.5,229.43,"1,50,68,302"
18-Jul-16,230.32,231.75,226.15,228.75,226.7,"1,18,16,985"
19-Jul-16,227.94,230.07,224.97,229.6,227.54,"1,97,67,339"
20-Jul-16,228.58,230.66,227.15,231.15,229.08,"1,80,51,608"
21-Jul-16,229.57,230.02,222.39,225.65,223.63,"1,33,06,837"
22-Jul-16,223.38,223.88,220.11,223.5,221.5,"1,23,41,622"
25-Jul-16,221,228.93,220.7,229.9,227.84,"1,84,27,070"
26-Jul-16,227.94,230.12,223.88,226.7,224.67,"1,41,62,638"
27-Jul-16,225.71,228.93,224.77,229.25,227.2,"1,76,26,617"
28-Jul-16,228.09,233.04,227.24,231,228.93,"2,68,38,284"
29-Jul-16,227.94,230.61,226.35,229.4,227.34,"1,55,77,230"
01-Aug-16,228.73,230.56,223.28,227.3,225.26,"1,60,71,228"
02-Aug-16,227.24,228.83,225.26,228.05,226.01,"1,61,45,066"
03-Aug-16,226.45,228.43,223.78,226.65,224.62,"1,48,38,944"
04-Aug-16,226.4,226.65,221.2,225.65,223.63,"1,78,10,908"
05-Aug-16,225.31,231.8,224.87,232.75,230.66,"2,12,64,296"
08-Aug-16,231.85,233.79,229.62,233.25,231.16,"1,69,72,827"
09-Aug-16,232.15,235.87,230.56,235.15,233.04,"1,98,54,185"
10-Aug-16,234.63,234.78,228.98,231.5,229.43,"1,62,79,843"
11-Aug-16,229.43,229.52,224.07,227.15,225.11,"1,66,73,286"
12-Aug-16,224.97,245.73,222.39,243.3,241.12,"8,66,16,475"
16-Aug-16,241.12,245.68,240.48,246.75,244.54,"2,77,09,873"
17-Aug-16,244.24,247.56,242.11,246.25,244.04,"1,82,94,050"
18-Aug-16,244.69,248.16,244.34,248.4,246.17,"1,43,14,950"
19-Aug-16,252.71,257.67,251.23,258.5,256.18,"3,98,22,529"
22-Aug-16,257.47,258.07,251.72,254.8,252.52,"1,97,69,886"
23-Aug-16,252.62,253.51,248.75,254.75,252.47,"1,75,83,721"
24-Aug-16,252.67,253.9,251.23,254.4,252.12,"1,15,60,293"
25-Aug-16,252.62,253.26,246.37,250.15,247.91,"2,12,30,706"
26-Aug-16,248.06,248.45,243.65,246.6,244.39,"1,65,31,983"
29-Aug-16,243.65,247.61,242.06,249.05,246.82,"1,17,86,129"
30-Aug-16,247.91,250.63,247.56,252.25,249.99,"1,53,23,228"
31-Aug-16,250.98,253.51,248.95,252.5,250.24,"1,56,01,566"
01-Sep-16,249.69,252.57,248.9,252,249.74,"1,21,75,873"
02-Sep-16,249.74,252.91,249.39,254.6,252.32,"1,13,80,257"
06-Sep-16,252.32,259.16,252.32,260.1,257.77,"1,66,20,963"
07-Sep-16,260.54,267.88,258.07,266.8,264.41,"3,08,62,337"
08-Sep-16,265.6,269.17,264.51,268.35,265.94,"1,43,39,143"
09-Sep-16,265.99,265.99,260.99,264.1,261.73,"1,14,55,826"
12-Sep-16,255.19,256.43,249.54,252.75,250.48,"1,89,89,750"
14-Sep-16,250.48,255.69,250.48,257.55,255.24,"1,27,54,966"
15-Sep-16,256.03,256.03,251.92,256,253.71,"7,783,662"
16-Sep-16,255.64,259.65,251.13,254.3,252.02,"1,80,13,477"
19-Sep-16,253.71,255.98,252.91,255.65,253.36,"1,14,33,295"
20-Sep-16,254.1,254.1,251.38,254.45,252.17,"9,914,599"
21-Sep-16,252.22,253.95,248.4,251.15,248.9,"1,28,17,180"
22-Sep-16,255.59,256.13,252.81,257.9,255.59,"2,07,97,370"
23-Sep-16,256.48,256.48,251.53,254.55,252.27,"1,27,30,223"
26-Sep-16,251.67,252.17,248.4,251.65,249.39,"8,800,173"
27-Sep-16,250.88,251.62,246.07,249,246.77,"1,13,45,387"
28-Sep-16,247.76,253.51,245.83,253.75,251.48,"1,72,77,539"
29-Sep-16,252.71,254.45,241.32,247.25,245.03,"2,78,70,695"
30-Sep-16,244.64,250.24,243.6,251.25,249,"1,48,26,293"
03-Oct-16,250.73,254.35,250.39,255.3,253.01,"9,314,647"
04-Oct-16,253.51,259.65,251.53,259.75,257.42,"2,15,32,806"
05-Oct-16,259.65,262.53,257.22,260.85,258.51,"2,08,68,556"
06-Oct-16,259.01,259.65,253.36,256.8,254.5,"1,10,81,154"
07-Oct-16,254.94,257.57,252.96,258.7,256.38,"1,19,34,100"
10-Oct-16,257.03,257.97,253.76,256.6,254.3,"9,399,844"
13-Oct-16,254.3,254.3,243.65,249.65,247.41,"1,80,50,638"
14-Oct-16,248.75,251.28,246.87,252.1,249.84,"1,21,33,951"
17-Oct-16,251.48,254.15,249.74,253.2,250.93,"1,68,65,537"
18-Oct-16,252.62,255.39,251.53,256.9,254.6,"2,02,18,355"
19-Oct-16,255.69,255.69,252.57,255.4,253.11,"9,546,481"
20-Oct-16,253.41,258.56,253.01,260.2,257.87,"1,41,79,531"
21-Oct-16,257.42,257.42,253.8,258.5,256.18,"8,833,390"
24-Oct-16,256.98,262.53,256.98,262.95,260.59,"1,44,83,254"
25-Oct-16,261.63,262.18,258.41,261.45,259.11,"9,079,178"
26-Oct-16,258.07,262.48,254.5,258.75,256.43,"1,50,20,687"
27-Oct-16,255.69,255.79,252.02,255.4,253.11,"1,09,38,008"
28-Oct-16,253.61,256.48,251.72,258,255.69,"1,14,30,184"
01-Nov-16,255.69,258.56,254.2,258.95,256.63,"1,00,00,632"
02-Nov-16,251.82,253.71,248.3,251.05,248.8,"1,37,16,294"
03-Nov-16,248.9,250.53,242.66,245.65,243.45,"1,29,02,390"
04-Nov-16,244.04,245.18,238.15,242.85,240.67,"1,26,57,669"
07-Nov-16,245.78,251.62,243.3,252.7,250.44,"1,12,24,419"
08-Nov-16,251.43,251.82,246.42,252.65,250.39,"9,367,228"
09-Nov-16,232.89,258.71,232.89,260,257.67,"3,17,61,606"
10-Nov-16,264.61,281.65,262.87,281.3,278.78,"5,02,27,559"
11-Nov-16,276.25,286.21,268.08,273,270.55,"5,79,37,113"
15-Nov-16,270.55,280.91,268.27,278.2,275.71,"4,86,58,808"
16-Nov-16,281.45,282.25,273.68,277.2,274.72,"2,75,32,708"
17-Nov-16,275.51,279.67,273.13,277.45,274.96,"1,95,00,760"
18-Nov-16,275.66,277.49,272.39,275.8,273.33,"1,33,89,671"
21-Nov-16,274.67,275.11,253.56,257.35,255.04,"2,60,02,028"
22-Nov-16,258.46,260.3,248.9,257.35,255.04,"2,56,31,435"
23-Nov-16,257.47,258.02,252.47,258.65,256.33,"1,61,90,033"
24-Nov-16,255.49,260.64,252.27,261.75,259.4,"2,89,27,720"
25-Nov-16,261.14,262.13,256.03,260.95,258.61,"1,93,03,589"
28-Nov-16,251.18,255.44,245.78,253.55,251.28,"2,23,15,183"
29-Nov-16,251.97,254.2,249.74,252.7,250.44,"1,26,56,706"
30-Nov-16,251.72,257.82,250.44,258.35,256.03,"1,65,01,691"
01-Dec-16,257.32,258.66,252.37,255.65,253.36,"1,29,86,151"
02-Dec-16,251.67,259.06,250.73,254.1,251.82,"2,11,39,754"
05-Dec-16,252.12,255.49,250.93,256.9,254.6,"8,406,973"
06-Dec-16,256.18,257.82,254.05,259.1,256.78,"1,00,48,459"
07-Dec-16,258.02,260.4,249.39,255.6,253.31,"2,21,93,202"
08-Dec-16,256.13,258.17,255.74,259.9,257.57,"9,047,721"
09-Dec-16,258.46,264.81,256.48,266.65,264.26,"1,60,04,173"
12-Dec-16,266.49,266.94,259.95,263.65,261.29,"1,42,96,268"
13-Dec-16,262.53,264.36,259.21,266.15,263.76,"9,084,137"
14-Dec-16,263.62,263.86,259.95,262.9,260.54,"8,672,531"
15-Dec-16,257.57,265.1,256.68,265.4,263.02,"1,22,74,497"
16-Dec-16,263.96,263.96,260.69,264.75,262.38,"1,10,17,555"
19-Dec-16,260.99,262.13,258.51,261.35,259.01,"8,371,299"
20-Dec-16,259.5,260.54,250.98,254.55,252.27,"1,27,65,309"
21-Dec-16,253.8,255.69,251.82,255.35,253.06,"8,778,450"
22-Dec-16,251.97,251.97,246.12,249.8,247.56,"1,29,81,595"
23-Dec-16,247.51,249.54,245.58,249.15,246.92,"1,05,57,157"
26-Dec-16,245.78,246.07,241.42,244.2,242.01,"8,592,983"
27-Dec-16,242.41,247.71,240.92,248.75,246.52,"8,756,536"
28-Dec-16,247.02,250.24,244.93,247.75,245.53,"1,17,47,088"
29-Dec-16,245.43,246.62,243.3,247.65,245.43,"1,06,58,616"
30-Dec-16,245.53,250.04,245.03,250.2,247.96,"1,05,38,497"
